Timestamp,What gender do you identify with?,How old are you?,Where do you live?,Which is the main use you give to your smartwatch?,How many days do you use any functionality of your smartwatch?,Which is the brand of your smartwatch?,What are the features you use on your smartwatch?,What features do you use to track with your smartwatch?,What sport activities do you track with your smartwatch?
2/5/2024 2:07:23,Male,36 - 45,Europe,Shortcut to cell functionalities,5,Fitbit,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 2:17:23,Female,15 - 25,Africa,Shortcut to cell functionalities,4,Apple,"Multisport tracker, Alarm clock, Notifications, Time display, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 2:19:21,Male,26 - 35,Africa,Training tracker,7,Generic,"Notifications, Phone calls, Time display","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling"
2/5/2024 2:21:23,Male,46 - 55,North America,Shortcut to cell functionalities,7,Garmin,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Heart rate monitor, Sleep monitor, Mindfulness",Walking
2/5/2024 2:25:14,Male,26 - 35,North America,Training tracker,7,Fitbit,"GPS, Time display","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control","Walking, Running, Cycling"
2/5/2024 2:51:53,Male,26 - 35,North America,Shortcut to cell functionalities,0,Garmin,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/5/2024 2:52:20,Male,26 - 35,North America,Health tracker,7,Apple,"Alarm clock, GPS, Notifications, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/5/2024 3:20:18,Female,26 - 35,Asia,Shortcut to cell functionalities,5,Fitbit,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Skiing"
2/5/2024 3:41:37,Male,26 - 35,Europe,Health tracker,7,Fitbit,"Alarm clock, Notifications, Phone calls","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Running, General exercises on gym"
2/5/2024 3:50:13,Male,26 - 35,North America,Training tracker,4,Apple,"Multisport tracker, Alarm clock","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor",Running
2/5/2024 4:43:28,Female,46 - 55,Africa,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Alarm clock","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/5/2024 6:09:52,Female,15 - 25,North America,Training tracker,5,Generic,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running, Cycling, Pilates"
2/5/2024 6:32:42,Male,56 - 65,Europe,Shortcut to cell functionalities,2,Fitbit,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Cycling, Swimming"
2/5/2024 6:50:59,Male,26 - 35,North America,Training tracker,7,Apple,"Multisport tracker, Sedentary reminder",Distance tracker,"Walking, Running"
2/5/2024 7:33:09,Male,56 - 65,North America,Training tracker,7,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Running, General exercises on gym"
2/5/2024 8:01:49,Female,15 - 25,North America,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Notifications, Time display, Contactless payments, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Cycling, Yoga, stretching & gym"
2/5/2024 8:50:50,Male,26 - 35,Asia,Training tracker,7,Garmin,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/5/2024 9:27:07,Male,15 - 25,Oceania,Health tracker,5,Samsung,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming"
2/5/2024 9:42:54,Male,15 - 25,North America,Training tracker,7,Apple,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Yoga, Pilates"
2/5/2024 10:39:30,Male,26 - 35,North America,Shortcut to cell functionalities,7,Apple,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Cycling, Swimming"
2/5/2024 11:23:30,Male,15 - 25,North America,Health tracker,4,Garmin,"Notifications, Phone calls, Text messaging, Time display","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/5/2024 13:43:14,Male,15 - 25,North America,Shortcut to cell functionalities,4,Apple,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 13:52:45,Female,36 - 45,North America,Shortcut to cell functionalities,3,Apple,"Multisport tracker, Notifications, Time display, Email","Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Pilates"
2/5/2024 13:54:23,Female,46 - 55,Europe,Training tracker,7,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls","Multisport tracker, Calories tracker, Distance tracker, Elevation tracker, Heart rate monitor","Walking, Cycling, Swimming, Skiing"
2/5/2024 13:54:31,Male,36 - 45,North America,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling"
2/5/2024 14:43:51,Male,26 - 35,North America,Watch,4,Apple,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/5/2024 15:34:28,Male,56 - 65,North America,Shortcut to cell functionalities,3,Garmin,"Alarm clock, GPS, Notifications, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/5/2024 15:38:08,Female,36 - 45,North America,Training tracker,5,Google,"Multisport tracker, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running, Swimming, Gym"
2/5/2024 15:57:55,Male,15 - 25,Europe,Shortcut to cell functionalities,2,Fitbit,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming"
2/5/2024 17:35:08,Male,26 - 35,North America,Shortcut to cell functionalities,6,Samsung,"GPS, Time display","Multisport tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control","Walking, Cycling, Yoga, stretching & gym"
2/5/2024 17:48:38,Female,26 - 35,North America,Watch,7,Xiaomi,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running"
2/5/2024 17:59:37,Female,26 - 35,North America,Health tracker,7,Fitbit,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control","Walking, Running, Cycling, hiking/trekking"
2/5/2024 18:02:33,Male,26 - 35,North America,Training tracker,1,Samsung,"Time display, Contactless payments, Music","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 18:51:19,Male,26 - 35,Oceania,Shortcut to cell functionalities,6,Xiaomi,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 19:04:33,Male,26 - 35,Europe,Health tracker,7,Garmin,"Multisport tracker, Notifications, Text messaging, Time display",Distance tracker,"Walking, Running"
2/5/2024 19:30:45,Female,15 - 25,Europe,Training tracker,3,Fitbit,"Multisport tracker, GPS, Time display, Music","Distance tracker, Heart rate monitor, Sleep monitor, Mindfulness, Stress control, Noise control","Walking, Cycling, Swimming, Skiing"
2/5/2024 19:53:27,Male,15 - 25,Oceania,Shortcut to cell functionalities,5,Garmin,"Multisport tracker, Alarm clock, Notifications, Time display, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/5/2024 20:06:21,Male,46 - 55,Africa,Training tracker,7,Xiaomi,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/5/2024 20:14:55,Female,36 - 45,North America,Health tracker,4,Xiaomi,"Multisport tracker, Notifications, Time display","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 21:38:04,Male,46 - 55,North America,Shortcut to cell functionalities,4,Fitbit,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/5/2024 22:00:52,Male,36 - 45,North America,Training tracker,1,Apple,"Notifications, Phone calls, Time display","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running"
2/5/2024 22:56:11,Female,36 - 45,Africa,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Swimming, Workouts "
2/5/2024 23:40:14,Male,15 - 25,North America,Training tracker,7,Fitbit,"Multisport tracker, Alarm clock, Notifications, Time display, Music, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Yoga, Pilates"
2/5/2024 23:53:00,Male,36 - 45,North America,Shortcut to cell functionalities,6,Garmin,"Multisport tracker, Notifications, Time display","Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/5/2024 23:53:37,Male,26 - 35,North America,Shortcut to cell functionalities,3,Apple,Multisport tracker,"Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control",Walking
2/6/2024 0:19:22,Female,36 - 45,Europe,Training tracker,7,Apple,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control","Walking, Running, Cycling, Swimming, Workouts "
2/6/2024 0:45:34,Male,26 - 35,Europe,Training tracker,3,Apple,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/6/2024 2:43:43,Female,26 - 35,Oceania,Shortcut to cell functionalities,5,Garmin,"Notifications, Phone calls, Time display","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness","Walking, Running, Cycling"
2/6/2024 4:41:30,Male,46 - 55,Africa,Training tracker,5,Fitbit,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Gym metrcis
2/6/2024 4:42:47,Female,15 - 25,North America,Training tracker,7,Fitbit,"Multisport tracker, Sedentary reminder","Multisport tracker, Calories tracker, Heart rate monitor",Walking
2/6/2024 5:29:27,Male,46 - 55,North America,Health tracker,7,Samsung,"Multisport tracker, Notifications, Time display, Email","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/6/2024 6:54:57,Male,36 - 45,Asia,Health tracker,7,Samsung,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Mindfulness","Walking, Yoga, Pilates"
2/6/2024 6:56:06,Male,46 - 55,Asia,Training tracker,5,Apple,"Notifications, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control",Walking
2/6/2024 7:33:17,Male,36 - 45,Europe,Training tracker,5,Samsung,"Multisport tracker, GPS, Time display, Music","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running"
2/6/2024 7:54:01,Female,46 - 55,North America,Training tracker,7,Xiaomi,"GPS, Time display","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Group fitness classes, weight lifting, yoga"
2/6/2024 8:11:36,Female,15 - 25,North America,Training tracker,7,Apple,"Alarm clock, GPS, Notifications, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, strength training"
2/6/2024 8:52:09,Female,36 - 45,Asia,Training tracker,0,Samsung,"Multisport tracker, Notifications, Sedentary reminder, Water drink reminder","Distance tracker, Heart rate monitor","Walking, Running, Climbing, yoga, meditation, hiking, dancing"
2/6/2024 8:58:01,Female,36 - 45,North America,Shortcut to cell functionalities,5,Apple,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Climbing, yoga, meditation, hiking, dancing"
2/6/2024 10:05:25,Female,46 - 55,North America,Training tracker,6,Garmin,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming, Skiing"
2/6/2024 10:51:44,Male,36 - 45,Europe,Shortcut to cell functionalities,7,Google,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/6/2024 11:00:38,Male,26 - 35,Europe,Training tracker,5,Samsung,"Multisport tracker, Notifications, Time display","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, strength training"
2/6/2024 11:18:14,Male,46 - 55,North America,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, GPS, Time display, Music","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/6/2024 11:39:42,Female,26 - 35,Asia,Training tracker,7,Google,"Notifications, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor","Walking, Running, General exercises on gym"
2/6/2024 12:07:54,Male,26 - 35,Oceania,Training tracker,7,Apple,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/6/2024 13:00:09,Male,15 - 25,Asia,Training tracker,7,Fitbit,"Alarm clock, Notifications, Time display, Contactless payments, Sedentary reminder, Voice control","Multisport tracker, Calories tracker, Heart rate monitor",Walking
2/6/2024 13:50:26,Female,26 - 35,North America,Shortcut to cell functionalities,7,Xiaomi,Multisport tracker,"Distance tracker, Sleep monitor",Walking
2/6/2024 14:46:49,Female,46 - 55,Asia,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Notifications, Time display",Distance tracker,"Walking, Running, Cycling"
2/6/2024 15:12:02,Female,26 - 35,Asia,Training tracker,3,Google,"Multisport tracker, Alarm clock",Distance tracker,Walking
2/6/2024 15:43:28,Male,46 - 55,Asia,Training tracker,2,Fitbit,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Distance tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/6/2024 15:54:03,Male,46 - 55,Oceania,Shortcut to cell functionalities,7,Samsung,"Multisport tracker, Alarm clock","Multisport tracker, Calories tracker, Heart rate monitor","Walking, Running, Swimming, Gym"
2/6/2024 16:26:20,Male,36 - 45,North America,Shortcut to cell functionalities,7,Xiaomi,"Multisport tracker, Notifications, Sedentary reminder, Water drink reminder","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/6/2024 17:32:23,Male,56 - 65,North America,Training tracker,4,Samsung,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control",Walking
2/6/2024 17:41:30,Male,46 - 55,North America,Shortcut to cell functionalities,7,Fitbit,"Multisport tracker, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/6/2024 17:52:32,Female,26 - 35,Africa,Watch,7,Google,"Multisport tracker, Alarm clock, Notifications, Time display, Music, Sedentary reminder","Blood pressure monitor, Heart rate monitor, Sleep monitor, Stress control","Walking, Running, Skiing"
2/6/2024 18:01:38,Male,26 - 35,North America,Shortcut to cell functionalities,7,Garmin,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Music","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running"
2/6/2024 18:55:21,Female,36 - 45,North America,Shortcut to cell functionalities,6,Garmin,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control",Walking
2/6/2024 19:11:45,Female,15 - 25,Europe,Shortcut to cell functionalities,6,Garmin,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Cycling"
2/6/2024 19:20:05,Male,26 - 35,Africa,Shortcut to cell functionalities,7,Garmin,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor","Walking, Running, Cycling, Swimming, Workouts "
2/6/2024 19:30:26,Female,26 - 35,North America,Training tracker,5,Fitbit,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor",Walking
2/6/2024 19:34:51,Male,26 - 35,North America,Watch,4,Apple,"Multisport tracker, Notifications, Text messaging, Time display","Multisport tracker, Calories tracker, Distance tracker","Walking, Running, Cycling, hiking/trekking"
2/6/2024 19:42:36,Male,36 - 45,Africa,Shortcut to cell functionalities,7,Google,"Multisport tracker, Sedentary reminder","Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor","Walking, Cycling"
2/6/2024 20:12:23,Female,46 - 55,North America,Shortcut to cell functionalities,3,Google,"Notifications, Phone calls, Time display","Heart rate monitor, Sleep monitor, Mindfulness",Running
2/6/2024 20:18:23,Female,26 - 35,North America,Shortcut to cell functionalities,7,Apple,"Notifications, Time display, Contactless payments, Voice control, Calendar","Multisport tracker, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Mindfulness",Walking
2/6/2024 20:38:38,Female,26 - 35,Asia,Training tracker,7,Samsung,Multisport tracker,"Multisport tracker, Calories tracker, Distance tracker","Walking, Running, Cycling, Swimming, Workouts "
2/6/2024 20:43:31,Male,36 - 45,North America,Shortcut to cell functionalities,3,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Time display, Music, Weather","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control","Walking, Running"
2/6/2024 22:19:07,Prefer not to say,15 - 25,Europe,Health tracker,5,Garmin,"Multisport tracker, Notifications, Time display","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, General exercises on gym"
2/6/2024 23:48:26,Male,56 - 65,Asia,Shortcut to cell functionalities,0,Fitbit,"Multisport tracker, Alarm clock, GPS, Notifications, Phone calls, Time display, Contactless payments, Music, Sedentary reminder, Voice control","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/7/2024 0:04:22,Male,56 - 65,North America,Shortcut to cell functionalities,4,Apple,"Multisport tracker, Time display, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Running, Cycling"
2/7/2024 0:34:06,Male,More than 66,Oceania,Health tracker,7,Apple,"Multisport tracker, Notifications, Text messaging, Time display","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 0:44:40,Male,26 - 35,Asia,Training tracker,2,Samsung,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming"
2/7/2024 1:12:37,Male,26 - 35,Europe,Shortcut to cell functionalities,7,Generic,"Multisport tracker, Alarm clock, Notifications, Time display, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Walking
2/7/2024 1:16:19,Male,46 - 55,North America,Training tracker,5,Garmin,"Alarm clock, Notifications, Phone calls","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Stress control",Walking
2/7/2024 1:39:54,Male,15 - 25,Oceania,Training tracker,7,Generic,"Multisport tracker, Alarm clock, Notifications, Music, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Weight monitor, Mindfulness",Walking
2/7/2024 1:45:25,Female,26 - 35,North America,Shortcut to cell functionalities,4,Samsung,"Multisport tracker, Notifications, Sedentary reminder, Water drink reminder",Distance tracker,"Walking, Running, General exercises on gym"
2/7/2024 2:16:26,Female,36 - 45,North America,Training tracker,5,Garmin,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, strength training"
2/7/2024 2:54:47,Male,15 - 25,North America,Training tracker,2,Apple,"Multisport tracker, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Swimming, Skiing"
2/7/2024 4:09:28,Male,36 - 45,North America,Watch,3,Google,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 4:21:09,Male,56 - 65,Europe,Watch,7,Garmin,"Notifications, Phone calls, Time display","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Sleep monitor, Stress control",Walking
2/7/2024 6:17:56,Female,36 - 45,Asia,Watch,3,Fitbit,"Multisport tracker, Notifications, Time display","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness","Walking, Running"
2/7/2024 6:28:07,Female,15 - 25,Africa,Training tracker,4,Xiaomi,"Notifications, Time display, Contactless payments, Voice control, Calendar",Distance tracker,Walking
2/7/2024 7:12:16,Male,15 - 25,Europe,Health tracker,4,Xiaomi,"GPS, Notifications, Time display, Contactless payments, Music, Sedentary reminder, Voice control",Distance tracker,"Walking, Running, Cycling, Swimming, Workouts "
2/7/2024 7:42:06,Male,26 - 35,North America,Training tracker,7,Google,"Multisport tracker, Notifications, Text messaging, Time display","Distance tracker, Sleep monitor",Walking
2/7/2024 8:22:43,Prefer not to say,46 - 55,Europe,Shortcut to cell functionalities,4,Fitbit,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 8:40:17,Male,26 - 35,Europe,Shortcut to cell functionalities,5,Garmin,"Multisport tracker, Time display, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 9:13:50,Female,36 - 45,Africa,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Blood pressure monitor, Calories tracker, Distance tracker, Heart rate monitor, Water monitor",Walking
2/7/2024 9:22:41,Female,15 - 25,North America,Shortcut to cell functionalities,7,Apple,"Alarm clock, GPS, Notifications, Sedentary reminder","Distance tracker, Sleep monitor","Walking, Running, Cycling, Pilates"
2/7/2024 10:18:11,Female,26 - 35,Oceania,Training tracker,4,Google,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor",Gym metrcis
2/7/2024 10:58:33,Female,26 - 35,North America,Training tracker,6,Samsung,"Multisport tracker, GPS, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Pilates"
2/7/2024 12:09:13,Male,15 - 25,North America,Training tracker,7,Xiaomi,Multisport tracker,"Multisport tracker, Distance tracker, Elevation tracker, Sleep monitor",Walking
2/7/2024 14:09:20,Male,15 - 25,North America,Shortcut to cell functionalities,7,Generic,"Multisport tracker, Notifications, Text messaging","Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Cycling, Swimming, Workouts "
2/7/2024 14:33:31,Male,36 - 45,North America,Training tracker,7,Samsung,"Multisport tracker, Notifications, Phone calls, Time display, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 14:45:22,Male,36 - 45,North America,Training tracker,7,Samsung,"Multisport tracker, Sedentary reminder","Multisport tracker, Calories tracker, Heart rate monitor, Sleep monitor, Water monitor, Mindfulness",Walking
2/7/2024 14:49:36,Male,56 - 65,North America,Training tracker,7,Apple,"Multisport tracker, Alarm clock, Notifications, Time display, Music, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, hiking/trekking"
2/7/2024 14:57:19,Male,36 - 45,Europe,Watch,5,Apple,"Alarm clock, Notifications, Phone calls","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Cycling, Yoga, stretching & gym"
2/7/2024 15:21:39,Male,26 - 35,Europe,Health tracker,7,Google,"Alarm clock, Time display, Sedentary reminder, Timer","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor","Walking, Running, Cycling, Swimming, Workouts "
2/7/2024 15:49:57,Female,26 - 35,Europe,Training tracker,3,Samsung,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Calories tracker, Distance tracker, Elevation tracker, Heart rate monitor, Sleep monitor","Walking, Cycling"
2/7/2024 15:55:52,Female,26 - 35,Asia,Shortcut to cell functionalities,5,Google,"Multisport tracker, Alarm clock, Camara, GPS, Notifications, Phone calls, Text messaging, Time display, Contactless payments, Email, Music, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Walking
2/7/2024 16:09:13,Female,26 - 35,Africa,Shortcut to cell functionalities,7,Apple,"Multisport tracker, Notifications, Text messaging, Time display, Music, Sedentary reminder","Heart rate monitor, Sleep monitor, Mindfulness",Walking
2/7/2024 16:49:16,Female,15 - 25,Asia,Training tracker,7,Samsung,"Multisport tracker, Alarm clock, Notifications, Time display, Music, Sedentary reminder","Heart rate monitor, Sleep monitor, Mindfulness","Walking, Cycling, Swimming, Skiing"
2/7/2024 17:12:14,Male,15 - 25,Asia,Training tracker,7,Fitbit,"Multisport tracker, Alarm clock, Notifications, Time display, Sedentary reminder","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor",Gym metrcis
2/7/2024 17:35:23,Male,26 - 35,Europe,Training tracker,4,Fitbit,"Notifications, Time display","Multisport tracker, Distance tracker, Heart rate monitor, Sleep monitor, Water monitor",Running
2/7/2024 17:37:58,Male,46 - 55,Oceania,Shortcut to cell functionalities,7,Xiaomi,Multisport tracker,"Multisport tracker, Distance tracker, Heart rate monitor","Walking, Running, Cycling, Swimming, Workouts "
